dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;metadonnees-complementaires.date-observation;metadonnees-complementaires.periode-donnees;metadonnees-complementaires.champ;metadonnees-complementaires.couverture-geographique;metadonnees-complementaires.unite-statistique;metadonnees-complementaires.secret-statistique;datasetid
2021-04-14;2021-04-14;DEPP – Ministère en charge de l’éducation nationale;DARES – Ministère en charge du travail;;;threeTimesAYear;France hors Mayotte;Chaque année : emploi salarié mesuré à 6 mois, 12 mois, 18 mois et 24 mois après la sortie d'études;;;;;2018-12-31T23:00:00+00:00;2024-12-30T23:00:00+00:00;;;Inserjeunes Voie professionnelle scolaire par établissement relevant du ministère de l'éducation nationale et formation fine;"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""523""><colgroup><col width=""523""/></colgroup><tbody><tr height=""340"">
  <td class=""xl65"" height=""340"" style=""height:255.0pt;width:392pt"" width=""523""><p>Ces données sont issues du système d'information DEPP/DARES InserJeunes et rendent compte du devenir des lycéens et étudiants inscrits en dernière année d'une formation en voie professionnelle de niveau 3 à 5 (CAP, baccalauréat professionnel, BTS, Mention complémentaire de niveau 3 et 4), dispensée dans un Etablissement Public Local d'Enseignement (EPLE) ou dans un lycée privé sous contrat, sous tutelle du ministère de l'éducation nationale.<br><br>Les indicateurs issus d'InserJeunes au niveau établissement sont calculés pour deux millésimes cumulés :<br><br>- les jeunes inscrits en N et N-1 pour le taux de poursuite d'études et le devenir des jeunes après la formation.<br>- les sortants d'études en N et N-1 pour les taux d'emploi à 6, 12, 18 et 24 mois après la sortie d'études.<br><br>Depuis le cumul 2022-2023, l'insertion professionnelle n'est plus restreinte à l'emploi salarié privé et inclut l'emploi salarié public. Inserjeunes couvre ainsi l’ensemble de l’emploi salarié en France, à l’exception des emplois salariés relevant de particuliers employeurs. L’emploi non salarié ou à l’étranger n'est pas couvert. <br><br>Pour les sortants 2022-2023, seule la situation à 6 et 12 mois est disponible à ce jour. La situation à 18 et 24 mois sera complétée ultérieurement.<br><br>Pour les sortants 2023-2024, seule la situation à 6 mois est disponible à ce jour. La situation à 12, 18 et 24 mois sera complétée ultérieurement.<br><br>Pour en savoir plus :</p><p><a href=""https://www.education.gouv.fr/insertion-des-lyceens-professionnels-et-etudiants-de-niveau-cap-bts-six-mois-apres-leur-sortie-d-451981"" target=""_blank"">Loiseau C., Jounin É., 2025, ""Insertion des lycéens professionnels et étudiants de niveau CAP à BTS six mois après leur sortie d’études en 2024 - 41 % sont en emploi salarié en janvier 2025"", Note d'Information n° 25-68, DEPP.</a></p><p><a href=""https://www.education.gouv.fr/insertion-des-lyceens-professionnels-et-etudiants-de-niveau-cap-bts-deux-ans-apres-leur-sortie-d-450659"" target=""_blank"">Antoine R., Grandperrin N., 2025, ""Insertion des lycéens professionnels et étudiants de niveau CAP à BTS deux ans après leur sortie d’études en 2022 - 61 % sont en emploi salarié en juillet 2024"", Note d'Information, n° 25-38, DEPP.</a></p><p></p></td>
</tr></tbody></table>";Elèves, étudiants, et apprentis;établissements,formation professionnelle,élèves,lycéens ,lycée professionnel,insertion professionnelle,poursuite d'études,inserjeunes;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-20T10:31:30.711000+00:00;True;True;2025-12-18T13:05:24+00:00;2026-01-20T10:31:33.147000+00:00;;False;;;;DEPP – Ministère en charge de l’éducation nationale;;132097;;;;;;;False;;ANNUAL_3;Chaque année : emploi salarié mesuré à 6 mois, 12 mois, 18 mois et 24 mois après la sortie d'études;2019-2024;Etablissements Publics Locaux d'Enseignement (EPLE) ou lycées privés sous contrat, sous tutelle du ministère de l'éducation nationale.;France hors Mayotte;Lycéens et étudiants inscrits en dernière année de formation professionnelle de niveau CAP à BTS en lycée public et privé sous contrat (pour le taux de poursuite d'études) Sortants d'une dernière année de formation professionnelle de niveau CAP à BTS en lycée public et privé sous contrat (pour le taux d'emploi salarié);Pour des raisons de respect de la confidentialité, les statistiques ne sont diffusées que si les effectifs sont supérieurs ou égaux à 20.;fr-en-inserjeunes-lycee_pro-formation-fine
2017-05-03;;;;;;Annuelle;France;2011-2019;;;;;2010-12-31T23:00:00+00:00;2019-12-30T23:00:00+00:00;;;IVA taux d'emploi en fonction du groupe de spécialité - Enquête cessée depuis 2020;<p>L’enquête Insertion dans la vie active (IVA) de la DEPP existe depuis le début des années 1990. Elle rend compte de l'insertion des sortants des formations professionnelles de lycée, sept mois après la fin de leur formation initiale. Cette enquête est réalisée par les académies et les lycées publics et privés sous tutelle du ministère de l’Éducation nationale, de l’Enseignement supérieur et de la Recherche, quelquefois en partenariat avec les instances régionales. La collecte des informations se fait par voie postale, par téléphone ou par Internet.</p>;Elèves, étudiants, et apprentis,Etablissements (dont IPS),Parcours et insertion professionnelle;établissements,insertion,formation professionnelle,élèves,lycéens ,lycée professionnel;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2020-07-02T22:00:00+00:00;False;False;2020-07-03T15:21:33+00:00;2024-09-30T13:29:32.974000+00:00;world_fr;True;France;;;DEPP – Ministère de l’éducation nationale;;501;;;;;;;False;;;;;;;;;fr-en-iva-emploi-groupe-specialite
2021-07-07;2021-07-07;;;;;Annuelle;France;2019-2021;;;;;2018-12-31T23:00:00+00:00;2021-12-30T23:00:00+00:00;;;Bilan contentieux - Administration centrale et Académies;"<p><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'>Données contentieuses des années 2019/2021 traitées en administration centrale par la sous-direction Enseignement scolaire et données contentieuses des années 2019/2021 traitées en académies dans le domaine de l’enseignement scolaire</span></span></p><p><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'>Producteur : Direction des affaires juridiques<br><br>Source des données administration centrale :<br>Extraction de la base SWAG, base interne de gestion des dossiers contentieux des MEN et MESR<br><br>Source des données académies :<br>Enquête menée auprès des rectorats</span></span></p><p class=""MsoNormal"" style=""margin-bottom:0cm;line-height:normal;mso-element:
  frame;mso-element-frame-hspace:7.05pt;mso-element-wrap:around;mso-element-anchor-vertical:
  paragraph;mso-element-anchor-horizontal:margin;mso-element-top:4.65pt;
  mso-height-rule:exactly""><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'>Ces données </span></span>sont reprises et commentées dans le
  numéro hors-série annuel de la Lettre d’information juridique, le bilan
  contentieux.</p><div style=""mso-element:frame;mso-element-frame-hspace:7.05pt;mso-element-wrap:
around;mso-element-anchor-vertical:paragraph;mso-element-anchor-horizontal:
margin;mso-element-top:4.65pt;mso-height-rule:exactly""><table align=""left"" cellpadding=""0"" cellspacing=""0"" hspace=""0"" vspace=""0""><tbody><tr><td align=""left"" style=""padding-top:0cm;padding-right:7.05pt;
  padding-bottom:0cm;padding-left:7.05pt"" valign=""top"">
  <br></td>
 </tr>
</tbody></table>

</div>

<span style='font-size:11.0pt;line-height:105%;font-family:""Arial"",sans-serif;
mso-fareast-font-family:""Times New Roman"";mso-bidi-font-family:""Times New Roman"";
mso-ansi-language:FR;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'><a href=""https://www.education.gouv.fr/media/118427/download"">https://www.education.gouv.fr/media/118427/download</a></span><p><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'></span></span></p>";Organisation du système scolaire,Finances et droit,Données de référence;bilan contentieux,académies,enseignement scolaire,administration centrale;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-10-31T08:07:22+00:00;True;True;2025-10-31T08:07:22+00:00;2025-10-31T08:07:22.925000+00:00;world_fr;True;France;;;Direction des affaires juridiques - Ministère de l'Éducation nationale;https://www.education.gouv.fr/lettre-information/lettre-information-juridique/PDF/LIJ_2020_bilan.pdf;79;;;;;;;False;;;;;;;;;fr-en-bilan-contentieux
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Lignes CHC;"<p><span style='color: rgb(76, 76, 76); font-family: ""Avenir Next W01"", ""Avenir Next W00"", ""Avenir Next"", Avenir, ""Helvetica Neue"", sans-serif; font-size: 16px;'>Trajets des lignes des Populations (TA,TF,TC,DDS... dans les Cohost cities).</span><br></p>";Sport, jeunesse et vie associative;transport,mobilité,accrédités;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-10-01T10:01:57+00:00;False;False;2024-10-10T17:23:38+00:00;2024-10-30T15:26:54.249000+00:00;;False;;LineString,MultiLineString;"{""coordinates"": [[[7.253211932256818, 50.66443999763578], [-1.6270100511610508, 50.66443999763578], [-1.6270100511610508, 43.25401298236102], [7.253211932256818, 43.25401298236102], [7.253211932256818, 50.66443999763578]]], ""type"": ""Polygon""}";Ministère des Sports;;338;;;;;;;False;;;;;;;;;paris-2024-lignes-chc
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Centres de préparation aux Jeux;"<span style=""font-family: Paris2024;"">Ce jeu de données recense les Centres de Préparation aux Jeux de Paris 2024 (nom, description, adresse, photo).</span>";Sport, jeunesse et vie associative;;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-02-05T10:50:45+00:00;False;False;2024-10-10T13:26:59+00:00;2024-10-10T13:27:03.758000+00:00;world_fr;True;France;;;Ministère des Sports;https://prepare.paris2024.org/;3000;;;;;;;False;;;;;;;;;paris-2024-centres-de-preparation-aux-jeux
;;;;;;Annuelle;France;Année scolaire 2025-2026;;;;;2025-08-31T22:00:00+00:00;2026-08-30T22:00:00+00:00;;;LVE renforcé;Enseignements renforcé et à parité horaire d'une langue vivante dans les écoles du 1er degré, selon le niveau (préélémentaire/élémentaire), à la rentrée scolaire 2025.<br><p><br></p>;Enseignements (dont formation, spécialité, langue, sport),Etablissements (dont IPS);langues vivantes;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-10-10T11:38:33+00:00;False;True;2025-10-10T11:38:33+00:00;2025-10-10T12:27:04.430000+00:00;world;True;World;Point;"{""coordinates"": [[[55.82549306564033, 51.06960946228355], [-63.10663995333016, 51.06960946228355], [-63.10663995333016, -21.386912930756807], [55.82549306564033, -21.386912930756807], [55.82549306564033, 51.06960946228355]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;;42836;;;;;;;False;;;;;;;;;lve-renforce
2024-10-14;;France Éducation international ;;Céline Brun;brun@france-education-international.fr;semiannual;france;;;;NationalAuthority;;;;;;"Centres et établissements labellisés ""Label qualité français langue étrangère""";"<p>Ce jeu de données comprend la liste des centres ""Label
qualité FLE"". Résultat d’une démarche d’assurance qualité engagée par le
ministère de l’Enseignement supérieur et de la Recherche, le ministère de la
Culture et le ministère de l'Europe et des Affaires étrangères, le label
Qualité FLE vise à identifier, reconnaître et promouvoir les centres de
français langue étrangère (FLE) dont l'offre linguistique et les services
présentent des garanties de qualité.</p>

<p class=""MsoNormal"">Pour en savoir plus sur le label : <a href=""https://www.qualitefle.fr/une-garantie-officielle"">https://www.qualitefle.fr/une-garantie-officielle</a></p>

<p class=""MsoNormal"">Pour consulter la carte des centres : <a href=""https://www.qualitefle.fr/carte-des-centres-labellises"">https://www.qualitefle.fr/carte-des-centres-labellises</a></p>

";Etablissements (dont IPS);français langue étrangère,label;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-02-14T09:36:06+00:00;False;False;2025-02-14T11:22:33+00:00;2025-02-20T13:56:24.715000+00:00;world_fr;False;France;Point;"{""coordinates"": [[[7.767760371789336, 50.631855013780296], [-4.401236856356263, 50.631855013780296], [-4.401236856356263, 42.396970968693495], [7.767760371789336, 42.396970968693495], [7.767760371789336, 50.631855013780296]]], ""type"": ""Polygon""}";France Éducation international;;110;INSEE IGN NaturalEarth DGCL - BANATIC MEFR MAA,INSEE IGN NaturalEarth;;;;;;False;;ANNUAL_2;;;;France;;;fr-en-centres-et-etablissements-labellises-label-qualite-francais-langue-etrange
2025-05-23;2025-05-23;;;;;;;;;;;;;;;;TNE - Indicateurs de satisfaction des formations aux solutions TNE;"<p><p>Le ministère de l’Éducation nationale, de la jeunesse et des sports a lancé, à la rentrée 2020, des <strong>""Territoires numériques éducatifs"" (TNE) </strong>pour réduire la fracture numérique et 
accélérer la transformation numérique de l’École. <br></p>

<p>Cette transformation de l’enseignement par et au numérique, a pour objectif de répondre à deux impératifs majeurs :</p>

<ul><li>favoriser la mise en place d’un écosystème d’éducation numérique cohérent et performant,</li><li>renforcer les aptitudes et compétences des enseignants pour accompagner cette transformation.</li></ul>Ce
 jeu de données présente les indicateurs de satisfaction issus des questionnaires de satisfaction envoyés après la formation des professeurs aux solutions numériques TNE.<br></p>";Enseignements (dont formation, spécialité, langue, sport);Territoires numériques éducatifs,formation,satisfaction;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-09-11T09:23:59.366000+00:00;True;True;2025-05-23T09:54:07+00:00;2025-10-06T15:51:51.553000+00:00;;False;;;;Réseau Canopé;;6;;;;;;;False;;IRREG;;;;;;;fr-en-tne_indicateurs_satisfaction_formations
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Lignes PARA TA;"<p class=""trailer-half break-word"" style='margin-bottom: 0.75rem; overflow-wrap: break-word; max-width: 100%; color: rgb(76, 76, 76); font-family: ""Avenir Next W01"", ""Avenir Next W00"", ""Avenir Next"", Avenir, ""Helvetica Neue"", sans-serif; font-size: 16px;'><span class=""js-view if-snippet break-word"" style=""overflow-wrap: break-word; max-width: 100%; display: inherit;"">Itinéraires pour le TA. Le TA correspond au service de navettes pour les athlètes.</span></p>";Sport, jeunesse et vie associative;transport,mobilité,accrédités,athlètes;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-10-01T10:01:12+00:00;False;False;2024-10-09T15:34:59+00:00;2024-10-30T15:26:14.404000+00:00;;False;;LineString;"{""coordinates"": [[[2.6687409728765488, 49.015234960243106], [2.034362917765975, 49.015234960243106], [2.034362917765975, 48.727761707268655], [2.6687409728765488, 48.727761707268655], [2.6687409728765488, 49.015234960243106]]], ""type"": ""Polygon""}";Ministère des Sports;;119;;;;;;;False;;;;;;;;;paris-2024-lignes-para-ta
2021-04-15;2021-04-15;DEPP – Ministère en charge de l’éducation nationale;DARES – Ministère en charge du travail;;;threeTimesAYear;France hors Mayotte;Chaque année : emploi salarié mesuré à 6 mois, 12 mois, 18 mois et 24 mois après la sortie d'études;;;;;2018-12-31T23:00:00+00:00;2024-12-30T23:00:00+00:00;;;Inserjeunes Apprentissage par centre de formation d'apprentis (CFA);"<p>Ces données sont issues du système d'information DEPP/DARES InserJeunes et rendent compte du devenir des apprentis inscrits en année terminale d'une formation professionnelle de niveau 3 à 5, y compris agricole, dispensée dans les centres de formation d'apprentis (CFA)<br>Les indicateurs issus d'InserJeunes au niveau établissement sont calculés pour deux millésimes cumulés :<br><br>- les jeunes inscrits en N et N-1 pour le taux de poursuite d'études et le devenir des jeunes après la formation<br>- les sortants d'études en N et N-1 pour les taux d'emploi à 6, 12, 18 et 24 mois après la sortie d'études<br><br>Depuis le cumul 2022-2023, l'insertion professionnelle n'est plus restreinte à l'emploi salarié privé et inclut l'emploi salarié public. Inserjeunes couvre ainsi l’ensemble de l’emploi salarié en France, à l’exception des emplois salariés relevant de particuliers employeurs. L’emploi non salarié ou à l’étranger n'est pas couvert. <br><br>Pour les sortants 2022-2023, seule la situation à 6 et 12 mois est disponible à ce jour. La situation à 18 et 24 mois sera complétée ultérieurement.<br>Pour les sortants 2023-2024, seule la situation à 6 mois est disponible à ce jour. La situation à 12, 18 et 24 mois sera complétée ultérieurement.<br><br>Pour en savoir plus :<br><a href=""https://www.education.gouv.fr/insertion-professionnelle-des-apprentis-de-niveau-cap-bts-six-mois-apres-leur-sortie-d-etudes-en-451984"" target=""_blank"">Loiseau C., Jounin É., 2025, ""Insertion professionnelle des apprentis de niveau CAP à BTS six mois après leur sortie d’études en 2024 - 62 % sont en emploi salarié en janvier 2025"", Note d'Information n° 25-69, DEPP-DARES.</a></p>";Elèves, étudiants, et apprentis;établissements,formation professionnelle,apprentis ,centre de formation d’apprentis,apprentissage ,CFA,insertion professionnelle,poursuite d'études,inserjeunes;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-20T10:30:50.777000+00:00;True;True;2025-12-18T13:02:54+00:00;2026-01-20T10:30:54.476000+00:00;;False;;;;DEPP – Ministère en charge de l’éducation nationale;;11314;;;;;;;False;;ANNUAL_3;Chaque année : emploi salarié mesuré à 6 mois, 12 mois, 18 mois et 24 mois après la sortie d'études;2019-2024;Centres de formation professionnelle en CFA du niveau CAP à BTS;France hors Mayotte;Apprentis inscrits en dernière année d'une formation de niveau CAP à BTS (pour le taux de poursuite d'études) Sortants d’apprentissage de niveau CAP à BTS (pour le taux d'emploi salarié);Pour des raisons de respect de la confidentialité, les statistiques ne sont diffusées que si les effectifs sont supérieurs ou égaux à 20.;fr-en-inserjeunes-cfa
